station,date,iaqi_pm25,iaqi_o3,iaqi_co,iaqi_no2,aqi
CE,2020-01-01,,23.0,44.0,9.0,44.0
CE,2020-01-02,,24.0,41.0,15.0,41.0
CE,2020-01-03,,44.0,41.0,14.0,44.0
CE,2020-01-04,,40.0,35.0,16.0,40.0
CE,2020-01-05,,48.0,36.0,19.0,48.0
CE,2020-01-06,,47.0,43.0,33.0,47.0
CE,2020-01-07,,48.0,42.0,17.0,48.0
CE,2020-01-08,,43.0,39.0,17.0,43.0
CE,2020-01-09,,27.0,48.0,26.0,48.0
CE,2020-01-10,,25.0,50.0,33.0,50.0
CE,2020-01-11,,46.0,48.0,13.0,48.0
CE,2020-01-12,,48.0,40.0,18.0,48.0
CE,2020-01-13,,28.0,50.0,27.0,50.0
CE,2020-01-14,,74.0,52.0,31.0,74.0
CE,2020-01-15,,22.0,28.0,27.0,28.0
CE,2020-01-16,,17.0,31.0,20.0,31.0
CE,2020-01-17,,19.0,24.0,11.0,24.0
CE,2020-01-18,,30.0,25.0,13.0,30.0
CE,2020-01-19,,24.0,19.0,12.0,24.0
CE,2020-01-20,,39.0,17.0,10.0,39.0
CE,2020-01-21,,37.0,18.0,10.0,37.0
CE,2020-01-22,,28.0,38.0,17.0,38.0
CE,2020-01-23,,38.0,43.0,20.0,43.0
CE,2020-01-24,,43.0,19.0,13.0,43.0
CE,2020-01-25,,36.0,32.0,22.0,36.0
CE,2020-01-26,,41.0,35.0,17.0,41.0
CE,2020-01-27,,50.0,25.0,26.0,50.0
CE,2020-01-28,,38.0,28.0,14.0,38.0
CE,2020-01-29,,42.0,24.0,10.0,42.0
CE,2020-01-30,,34.0,24.0,14.0,34.0
CE,2020-01-31,,34.0,25.0,15.0,34.0
CE,2020-02-01,,33.0,24.0,17.0,33.0
CE,2020-02-02,,67.0,26.0,16.0,67.0
CE,2020-02-03,,38.0,30.0,22.0,38.0
CE,2020-02-04,,35.0,31.0,21.0,35.0
CE,2020-02-05,,19.0,28.0,20.0,28.0
CE,2020-02-06,,43.0,27.0,14.0,43.0
CE,2020-02-07,,47.0,33.0,27.0,47.0
CE,2020-02-08,,46.0,31.0,20.0,46.0
CE,2020-02-09,,61.0,28.0,24.0,61.0
CE,2020-02-10,,112.0,31.0,20.0,112.0
CE,2020-02-11,,40.0,30.0,15.0,40.0
CE,2020-02-12,,19.0,32.0,9.0,32.0
CE,2020-02-13,,41.0,42.0,10.0,42.0
CE,2020-02-14,,37.0,27.0,12.0,37.0
CE,2020-02-15,,28.0,31.0,16.0,31.0
CE,2020-02-16,,126.0,34.0,16.0,126.0
CE,2020-02-17,,87.0,39.0,22.0,87.0
CE,2020-02-18,,42.0,39.0,21.0,42.0
CE,2020-02-19,,28.0,31.0,11.0,31.0
CE,2020-02-20,,12.0,32.0,8.0,32.0
CE,2020-02-21,,31.0,31.0,14.0,31.0
CE,2020-02-22,,39.0,28.0,8.0,39.0
CE,2020-02-23,,43.0,35.0,19.0,43.0
CE,2020-02-24,,44.0,39.0,17.0,44.0
CE,2020-02-25,,71.0,34.0,18.0,71.0
CE,2020-02-26,,44.0,30.0,8.0,44.0
CE,2020-02-27,,48.0,30.0,11.0,48.0
CE,2020-02-28,,54.0,36.0,21.0,54.0
CE,2020-02-29,,54.0,34.0,15.0,54.0
CE,2020-03-01,,101.0,34.0,18.0,101.0
CE,2020-03-02,,49.0,38.0,20.0,49.0
CE,2020-03-03,,35.0,39.0,13.0,39.0
CE,2020-03-04,,44.0,34.0,13.0,44.0
CE,2020-03-05,,46.0,32.0,9.0,46.0
CE,2020-03-06,,51.0,34.0,17.0,51.0
CE,2020-03-07,,54.0,32.0,8.0,54.0
CE,2020-03-08,,46.0,33.0,8.0,46.0
CE,2020-03-09,,35.0,36.0,12.0,36.0
CE,2020-03-10,,33.0,41.0,13.0,41.0
CE,2020-03-11,,43.0,39.0,11.0,43.0
CE,2020-03-12,,67.0,44.0,20.0,67.0
CE,2020-03-13,,101.0,42.0,18.0,101.0
CE,2020-03-14,,97.0,38.0,11.0,97.0
CE,2020-03-15,,39.0,35.0,4.0,39.0
CE,2020-03-16,,25.0,36.0,9.0,36.0
CE,2020-03-17,,46.0,40.0,8.0,46.0
CE,2020-03-18,,38.0,38.0,7.0,38.0
CE,2020-03-19,,71.0,41.0,14.0,71.0
CE,2020-03-20,,37.0,40.0,9.0,40.0
CE,2020-03-21,,23.0,41.0,8.0,41.0
CE,2020-03-22,,34.0,41.0,10.0,41.0
CE,2020-03-23,,80.0,43.0,12.0,80.0
CE,2020-03-24,,101.0,44.0,16.0,101.0
CE,2020-03-25,,87.0,41.0,12.0,87.0
CE,2020-03-26,,101.0,43.0,15.0,101.0
CE,2020-03-27,,129.0,42.0,19.0,129.0
CE,2020-03-28,,46.0,41.0,11.0,46.0
CE,2020-03-29,,45.0,39.0,8.0,45.0
CE,2020-03-30,,71.0,44.0,16.0,71.0
CE,2020-03-31,,90.0,43.0,12.0,90.0
CE,2020-04-01,,58.0,39.0,5.0,58.0
CE,2020-04-02,,67.0,7.0,8.0,67.0
CE,2020-04-03,,36.0,8.0,7.0,36.0
CE,2020-04-04,,24.0,9.0,8.0,24.0
CE,2020-04-05,,28.0,8.0,7.0,28.0
CE,2020-04-06,,43.0,10.0,10.0,43.0
CE,2020-04-07,,50.0,10.0,8.0,50.0
CE,2020-04-08,,97.0,10.0,9.0,97.0
CE,2020-04-09,,140.0,8.0,8.0,140.0
CE,2020-04-10,,48.0,9.0,,48.0
CE,2020-04-11,,64.0,9.0,,64.0
CE,2020-04-12,,90.0,10.0,,90.0
CE,2020-04-13,,77.0,9.0,,77.0
CE,2020-04-14,,64.0,8.0,,64.0
CE,2020-04-15,,37.0,9.0,,37.0
CE,2020-04-16,,39.0,9.0,,39.0
CE,2020-04-17,,93.0,11.0,,93.0
CE,2020-04-18,,46.0,10.0,,46.0
CE,2020-04-19,,48.0,11.0,,48.0
CE,2020-04-20,,87.0,11.0,,87.0
CE,2020-04-21,,58.0,11.0,,58.0
CE,2020-04-22,,161.0,15.0,,161.0
CE,2020-04-23,,143.0,14.0,10.0,143.0
CE,2020-04-24,,197.0,15.0,19.0,197.0
CE,2020-04-25,,77.0,14.0,19.0,77.0
CE,2020-04-26,,50.0,12.0,8.0,50.0
CE,2020-04-27,,44.0,12.0,11.0,44.0
CE,2020-04-28,,132.0,16.0,17.0,132.0
CE,2020-04-29,,80.0,14.0,21.0,80.0
CE,2020-04-30,,54.0,12.0,9.0,54.0
CE,2020-05-01,,132.0,15.0,16.0,132.0
CE,2020-05-02,,136.0,16.0,16.0,136.0
CE,2020-05-03,,112.0,14.0,14.0,112.0
CE,2020-05-04,,97.0,17.0,25.0,97.0
CE,2020-05-05,,112.0,18.0,20.0,112.0
CE,2020-05-06,,115.0,14.0,11.0,115.0
CE,2020-05-07,,54.0,15.0,15.0,54.0
CE,2020-05-08,,132.0,17.0,20.0,132.0
CE,2020-05-09,,45.0,15.0,13.0,45.0
CE,2020-05-10,,45.0,14.0,6.0,45.0
CE,2020-05-11,,46.0,15.0,8.0,46.0
CE,2020-05-12,,118.0,16.0,12.0,118.0
CE,2020-05-13,,46.0,16.0,10.0,46.0
CE,2020-05-14,,44.0,16.0,8.0,44.0
CE,2020-05-15,,74.0,18.0,13.0,74.0
CE,2020-05-16,,93.0,17.0,10.0,93.0
CE,2020-05-17,,104.0,17.0,16.0,104.0
CE,2020-05-18,,104.0,23.0,22.0,104.0
CE,2020-05-19,,190.0,20.0,14.0,190.0
CE,2020-05-20,,122.0,19.0,17.0,122.0
CE,2020-05-21,,49.0,18.0,8.0,49.0
CE,2020-05-22,,154.0,20.0,16.0,154.0
CE,2020-05-23,,71.0,18.0,6.0,71.0
CE,2020-05-24,,58.0,17.0,7.0,58.0
CE,2020-05-25,,61.0,18.0,9.0,61.0
CE,2020-05-26,,64.0,19.0,11.0,64.0
CE,2020-05-27,,51.0,19.0,17.0,51.0
CE,2020-05-28,,51.0,19.0,11.0,51.0
CE,2020-05-29,,71.0,19.0,14.0,71.0
CE,2020-05-30,,87.0,19.0,11.0,87.0
CE,2020-05-31,,104.0,19.0,13.0,104.0
CE,2020-06-01,,64.0,19.0,13.0,64.0
CE,2020-06-02,,36.0,19.0,7.0,36.0
CE,2020-06-03,,42.0,20.0,8.0,42.0
CE,2020-06-04,,48.0,22.0,8.0,48.0
CE,2020-06-05,,32.0,20.0,7.0,32.0
CE,2020-06-06,,50.0,20.0,5.0,50.0
CE,2020-06-07,,90.0,20.0,8.0,90.0
CE,2020-06-08,,122.0,24.0,15.0,122.0
CE,2020-06-09,,112.0,26.0,23.0,112.0
CE,2020-06-10,,74.0,22.0,14.0,74.0
CE,2020-06-11,,37.0,23.0,13.0,37.0
CE,2020-06-12,,118.0,23.0,15.0,118.0
CE,2020-06-13,,177.0,20.0,6.0,177.0
CE,2020-06-14,,164.0,20.0,7.0,164.0
CE,2020-06-15,,115.0,23.0,16.0,115.0
CE,2020-06-16,,47.0,22.0,8.0,47.0
CE,2020-06-17,,40.0,23.0,7.0,40.0
CE,2020-06-18,,51.0,24.0,11.0,51.0
CE,2020-06-19,,49.0,24.0,12.0,49.0
CE,2020-06-20,,30.0,23.0,,30.0
CE,2020-06-21,,50.0,25.0,8.0,50.0
CE,2020-06-22,,31.0,25.0,,31.0
CE,2020-06-23,,48.0,26.0,13.0,48.0
CE,2020-06-24,,58.0,27.0,11.0,58.0
CE,2020-06-25,,50.0,28.0,20.0,50.0
CE,2020-06-26,,32.0,25.0,10.0,32.0
CE,2020-06-27,,35.0,27.0,,35.0
CE,2020-06-28,,74.0,26.0,8.0,74.0
CE,2020-06-29,,44.0,26.0,11.0,44.0
CE,2020-06-30,,44.0,27.0,10.0,44.0
CE,2020-07-01,,100.0,27.0,12.0,100.0
CE,2020-07-02,,40.0,27.0,13.0,40.0
CE,2020-07-03,,11.0,27.0,11.0,27.0
CE,2020-07-04,,,27.0,11.0,27.0
CE,2020-07-05,,,26.0,11.0,26.0
CE,2020-07-06,,,27.0,15.0,27.0
CE,2020-07-07,,,27.0,11.0,27.0
CE,2020-07-08,,,27.0,10.0,27.0
CE,2020-07-09,,,27.0,9.0,27.0
CE,2020-07-10,,,30.0,19.0,30.0
CE,2020-07-11,,,28.0,13.0,28.0
CE,2020-07-12,,,28.0,12.0,28.0
CE,2020-07-13,,,30.0,14.0,30.0
CE,2020-07-14,,58.0,31.0,16.0,58.0
CE,2020-07-15,,48.0,22.0,8.0,48.0
CE,2020-07-16,,41.0,22.0,9.0,41.0
CE,2020-07-17,,54.0,23.0,10.0,54.0
CE,2020-07-18,,47.0,23.0,8.0,47.0
CE,2020-07-19,,51.0,24.0,9.0,51.0
CE,2020-07-20,,39.0,23.0,6.0,39.0
CE,2020-07-21,,49.0,24.0,7.0,49.0
CE,2020-07-22,,42.0,25.0,8.0,42.0
CE,2020-07-23,,42.0,25.0,5.0,42.0
CE,2020-07-24,,49.0,24.0,5.0,49.0
CE,2020-07-25,,40.0,24.0,5.0,40.0
CE,2020-07-26,,43.0,23.0,5.0,43.0
CE,2020-07-27,,45.0,27.0,,45.0
CE,2020-07-28,,42.0,26.0,6.0,42.0
CE,2020-07-29,,34.0,27.0,6.0,34.0
CE,2020-07-30,,30.0,24.0,,30.0
CE,2020-07-31,,,,,
CE,2020-08-01,,,,,
CE,2020-08-02,,,,,
CE,2020-08-03,,,,,
CE,2020-08-04,,,,,
CE,2020-08-05,,,,,
CE,2020-08-06,,,,,
CE,2020-08-07,,,,,
CE,2020-08-08,,,,,
CE,2020-08-09,,,,,
CE,2020-08-10,,,,,
CE,2020-08-11,,,,,
CE,2020-08-12,,,,,
CE,2020-08-13,,,,,
CE,2020-08-14,,,,,
CE,2020-08-15,,,,,
CE,2020-08-16,,,,,
CE,2020-08-17,,,,,
CE,2020-08-18,,,,,
CE,2020-08-19,,,,,
CE,2020-08-20,,,,,
CE,2020-08-21,,,,,
CE,2020-08-22,,,,,
CE,2020-08-23,,,,,
CE,2020-08-24,,,,,
CE,2020-08-25,,,,,
CE,2020-08-26,,,,,
CE,2020-08-27,,,,,
CE,2020-08-28,,,,,
CE,2020-08-29,,,,,
CE,2020-08-30,,,,,
CE,2020-08-31,,,,,
CE,2020-09-01,,,,,
CE,2020-09-02,,,,,
CE,2020-09-03,,,,,
CE,2020-09-04,,,,,
CE,2020-09-05,,,,,
CE,2020-09-06,,,,,
CE,2020-09-07,,,,,
CE,2020-09-08,,,,,
CE,2020-09-09,,,,,
CE,2020-09-10,,,,,
CE,2020-09-11,,,,,
CE,2020-09-12,,,,,
CE,2020-09-13,,,,,
CE,2020-09-14,,,,,
CE,2020-09-15,,,,,
CE,2020-09-16,,,,,
CE,2020-09-17,,,,,
CE,2020-09-18,,,,,
CE,2020-09-19,,,,,
CE,2020-09-20,,,,,
CE,2020-09-21,,,,,
CE,2020-09-22,,,,,
CE,2020-09-23,,,,,
CE,2020-09-24,,,,,
CE,2020-09-25,,,,,
CE,2020-09-26,,,,,
CE,2020-09-27,,,,,
CE,2020-09-28,,,,,
CE,2020-09-29,,,,,
CE,2020-09-30,,,,,
CE,2020-10-01,,,,,
CE,2020-10-02,,,,,
CE,2020-10-03,,,,,
CE,2020-10-04,,,,,
CE,2020-10-05,,,,,
CE,2020-10-06,,,,,
CE,2020-10-07,,,,,
CE,2020-10-08,,,,,
CE,2020-10-09,,,,,
CE,2020-10-10,,,,,
CE,2020-10-11,,,,,
CE,2020-10-12,,,,,
CE,2020-10-13,,,,,
CE,2020-10-14,,,,,
CE,2020-10-15,,,,,
CE,2020-10-16,,,,,
CE,2020-10-17,,,,,
CE,2020-10-18,,,,,
CE,2020-10-19,,,,,
CE,2020-10-20,,,,,
CE,2020-10-21,,,,,
CE,2020-10-22,,,,,
CE,2020-10-23,,,,,
CE,2020-10-24,,,,,
CE,2020-10-25,,,,,
CE,2020-10-26,,,,,
CE,2020-10-27,,,,,
CE,2020-10-28,,,,,
CE,2020-10-29,,,,,
CE,2020-10-30,,,,,
CE,2020-10-31,,,,,
CE,2020-11-01,,,,,
CE,2020-11-02,,,,,
CE,2020-11-03,,,,,
CE,2020-11-04,,,,,
CE,2020-11-05,,,,,
CE,2020-11-06,,,,,
CE,2020-11-07,,,,,
CE,2020-11-08,,,,,
CE,2020-11-09,,,,,
CE,2020-11-10,,,,,
CE,2020-11-11,,,,,
CE,2020-11-12,,,,,
CE,2020-11-13,,,,,
CE,2020-11-14,,,,,
CE,2020-11-15,,,,,
CE,2020-11-16,,,,,
CE,2020-11-17,,,,,
CE,2020-11-18,,,,,
CE,2020-11-19,,,,,
CE,2020-11-20,,,,,
CE,2020-11-21,,,,,
CE,2020-11-22,,,,,
CE,2020-11-23,,,,,
CE,2020-11-24,,,,,
CE,2020-11-25,,,,,
CE,2020-11-26,,,,,
CE,2020-11-27,,,,,
CE,2020-11-28,,,,,
CE,2020-11-29,,,,,
CE,2020-11-30,,,,,
CE,2020-12-01,,,,,
CE,2020-12-02,,,,,
CE,2020-12-03,,,,,
CE,2020-12-04,,,,,
CE,2020-12-05,,,,,
CE,2020-12-06,,,,,
CE,2020-12-07,,,,,
CE,2020-12-08,,,,,
CE,2020-12-09,,,,,
CE,2020-12-10,,,,,
CE,2020-12-11,,,,,
CE,2020-12-12,,,,,
CE,2020-12-13,,,,,
CE,2020-12-14,,,,,
CE,2020-12-15,,,,,
CE,2020-12-16,,,,,
CE,2020-12-17,,,,,
CE,2020-12-18,,,,,
CE,2020-12-19,,,,,
CE,2020-12-20,,,,,
CE,2020-12-21,,,,,
CE,2020-12-22,,,,,
CE,2020-12-23,,,,,
CE,2020-12-24,,,,,
CE,2020-12-25,,,,,
CE,2020-12-26,,,,,
CE,2020-12-27,,,,,
CE,2020-12-28,,,,,
CE,2020-12-29,,,,,
CE,2020-12-30,,,,,
CE,2020-12-31,,,,,
CE,2021-01-01,,,,,
CE,2021-01-02,,,,,
CE,2021-01-03,,,,,
CE,2021-01-04,,,,,
CE,2021-01-05,,,,,
CE,2021-01-06,,,,,
CE,2021-01-07,,,,,
CE,2021-01-08,,,,,
CE,2021-01-09,,,,,
CE,2021-01-10,,,,,
CE,2021-01-11,,,,,
CE,2021-01-12,,,,,
CE,2021-01-13,,,,,
CE,2021-01-14,,,,,
CE,2021-01-15,,,,,
CE,2021-01-16,,,,,
CE,2021-01-17,,,,,
CE,2021-01-18,,,,,
CE,2021-01-19,,,,,
CE,2021-01-20,,,,,
CE,2021-01-21,,,,,
CE,2021-01-22,,,,,
CE,2021-01-23,,,,,
CE,2021-01-24,,,,,
CE,2021-01-25,,,,,
CE,2021-01-26,,,,,
CE,2021-01-27,,,,,
CE,2021-01-28,,,,,
CE,2021-01-29,,,,,
CE,2021-01-30,,,,,
CE,2021-01-31,,,,,
CE,2021-02-01,,,,,
CE,2021-02-02,,,,,
CE,2021-02-03,,,,,
CE,2021-02-04,,,,,
CE,2021-02-05,,,,,
CE,2021-02-06,,,,,
CE,2021-02-07,,,,,
CE,2021-02-08,,,,,
CE,2021-02-09,,,,,
CE,2021-02-10,,,,,
CE,2021-02-11,,,,,
CE,2021-02-12,,,,,
CE,2021-02-13,,,,,
CE,2021-02-14,,,,,
CE,2021-02-15,,,,,
CE,2021-02-16,,,,,
CE,2021-02-17,,,,,
CE,2021-02-18,,,,,
CE,2021-02-19,,,,,
CE,2021-02-20,,,,,
CE,2021-02-21,,,,,
CE,2021-02-22,,,,,
CE,2021-02-23,,,,,
CE,2021-02-24,,,,,
CE,2021-02-25,,,,,
CE,2021-02-26,,,,,
CE,2021-02-27,,,,,
CE,2021-02-28,,,,,
CE,2021-03-01,,,,,
CE,2021-03-02,,,,,
CE,2021-03-03,,,,,
CE,2021-03-04,,,,,
CE,2021-03-05,,,,,
CE,2021-03-06,,,,,
CE,2021-03-07,,,,,
CE,2021-03-08,,,,,
CE,2021-03-09,,,,,
CE,2021-03-10,,,,,
CE,2021-03-11,,,,,
CE,2021-03-12,,,,,
CE,2021-03-13,,,,,
CE,2021-03-14,,,,,
CE,2021-03-15,,,,,
CE,2021-03-16,,,,,
CE,2021-03-17,,,,,
CE,2021-03-18,,,,,
CE,2021-03-19,,,,,
CE,2021-03-20,,,,,
CE,2021-03-21,,,,,
CE,2021-03-22,,,,,
CE,2021-03-23,,,,,
CE,2021-03-24,,,,,
CE,2021-03-25,,,,,
CE,2021-03-26,,,,,
CE,2021-03-27,,,,,
CE,2021-03-28,,,,,
CE,2021-03-29,,,,,
CE,2021-03-30,,,,,
CE,2021-03-31,,,,,
CE,2021-04-01,,,,,
CE,2021-04-02,,,,,
CE,2021-04-03,,,,,
CE,2021-04-04,,,,,
CE,2021-04-05,,,,,
CE,2021-04-06,,,,,
CE,2021-04-07,,,,,
CE,2021-04-08,,,,,
CE,2021-04-09,,,,,
CE,2021-04-10,,,,,
CE,2021-04-11,,,,,
CE,2021-04-12,,,,,
CE,2021-04-13,,,,,
CE,2021-04-14,,,,,
CE,2021-04-15,,,,,
CE,2021-04-16,,,,,
CE,2021-04-17,,,,,
CE,2021-04-18,,,,,
CE,2021-04-19,,,,,
CE,2021-04-20,,,,,
CE,2021-04-21,,,,,
CE,2021-04-22,,,,,
CE,2021-04-23,,,,,
CE,2021-04-24,,,,,
CE,2021-04-25,,,,,
CE,2021-04-26,,,,,
CE,2021-04-27,,,,,
CE,2021-04-28,,,,,
CE,2021-04-29,,,,,
CE,2021-04-30,,,,,
CE,2021-05-01,,,,,
CE,2021-05-02,,,,,
CE,2021-05-03,,,,,
CE,2021-05-04,,,,,
CE,2021-05-05,,,,,
CE,2021-05-06,,,,,
CE,2021-05-07,,,,,
CE,2021-05-08,,,,,
CE,2021-05-09,,,,,
CE,2021-05-10,,,,,
CE,2021-05-11,,,,,
CE,2021-05-12,,,,,
CE,2021-05-13,,,,,
CE,2021-05-14,,,,,
CE,2021-05-15,,,,,
CE,2021-05-16,,,,,
CE,2021-05-17,,,,,
CE,2021-05-18,,,,,
CE,2021-05-19,,,,,
CE,2021-05-20,,,,,
CE,2021-05-21,,,,,
CE,2021-05-22,,,,,
CE,2021-05-23,,,,,
CE,2021-05-24,,,,,
CE,2021-05-25,,,,,
CE,2021-05-26,,,,,
CE,2021-05-27,,,,,
CE,2021-05-28,,,,,
CE,2021-05-29,,,,,
CE,2021-05-30,,,,,
CE,2021-05-31,,,,,
CE,2021-06-01,,,,,
CE,2021-06-02,,,,,
CE,2021-06-03,,,,,
CE,2021-06-04,,,,,
CE,2021-06-05,,,,,
CE,2021-06-06,,,,,
CE,2021-06-07,,,,,
CE,2021-06-08,,,,,
CE,2021-06-09,,,,,
CE,2021-06-10,,,,,
CE,2021-06-11,,,,,
CE,2021-06-12,,,,,
CE,2021-06-13,,,,,
CE,2021-06-14,,,,,
CE,2021-06-15,,,,,
CE,2021-06-16,,,,,
CE,2021-06-17,,,,,
CE,2021-06-18,,,,,
CE,2021-06-19,,,,,
CE,2021-06-20,,,,,
CE,2021-06-21,,,,,
CE,2021-06-22,,,,,
CE,2021-06-23,,,,,
CE,2021-06-24,,,,,
CE,2021-06-25,,,,,
CE,2021-06-26,,,,,
CE,2021-06-27,,,,,
CE,2021-06-28,,,,,
CE,2021-06-29,,,,,
CE,2021-06-30,,,,,
CE,2021-07-01,,,,,
CE,2021-07-02,,,,,
CE,2021-07-03,,,,,
CE,2021-07-04,,,,,
CE,2021-07-05,,,,,
CE,2021-07-06,,,,,
CE,2021-07-07,,,,,
CE,2021-07-08,,,,,
CE,2021-07-09,,,,,
CE,2021-07-10,,,,,
CE,2021-07-11,,,,,
CE,2021-07-12,,,,,
CE,2021-07-13,,,,,
CE,2021-07-14,,,,,
CE,2021-07-15,,,,,
CE,2021-07-16,,,,,
CE,2021-07-17,,,,,
CE,2021-07-18,,,,,
CE,2021-07-19,,,,,
CE,2021-07-20,,,,,
CE,2021-07-21,,,,,
CE,2021-07-22,,,,,
CE,2021-07-23,,,,,
CE,2021-07-24,,,,,
CE,2021-07-25,,,,,
CE,2021-07-26,,,,,
CE,2021-07-27,,,,,
CE,2021-07-28,,,,,
CE,2021-07-29,,,,,
CE,2021-07-30,,,,,
CE,2021-07-31,,,,,
CE,2021-08-01,,,,,
CE,2021-08-02,,,,,
CE,2021-08-03,,,,,
CE,2021-08-04,,,,,
CE,2021-08-05,,,,,
CE,2021-08-06,,,,,
CE,2021-08-07,,,,,
CE,2021-08-08,,,,,
CE,2021-08-09,,,,,
CE,2021-08-10,,,,,
CE,2021-08-11,,,,,
CE,2021-08-12,,,,,
CE,2021-08-13,,,,,
CE,2021-08-14,,,,,
CE,2021-08-15,,,,,
CE,2021-08-16,,,,,
CE,2021-08-17,,,,,
CE,2021-08-18,,,,,
CE,2021-08-19,,,,,
CE,2021-08-20,,,,,
CE,2021-08-21,,,,,
CE,2021-08-22,,,,,
CE,2021-08-23,,,,,
CE,2021-08-24,,,,,
CE,2021-08-25,,,,,
CE,2021-08-26,,,,,
CE,2021-08-27,,,,,
CE,2021-08-28,,,,,
CE,2021-08-29,,,,,
CE,2021-08-30,,,,,
CE,2021-08-31,,,,,
CE,2021-09-01,,,,,
CE,2021-09-02,,,,,
CE,2021-09-03,,,,,
CE,2021-09-04,,,,,
CE,2021-09-05,,,,,
CE,2021-09-06,,,,,
CE,2021-09-07,,,,,
CE,2021-09-08,,,,,
CE,2021-09-09,,,,,
CE,2021-09-10,,,,,
CE,2021-09-11,,,,,
CE,2021-09-12,,,,,
CE,2021-09-13,,,,,
CE,2021-09-14,,,,,
CE,2021-09-15,,,,,
CE,2021-09-16,,,,,
CE,2021-09-17,,,,,
CE,2021-09-18,,,,,
CE,2021-09-19,,,,,
CE,2021-09-20,,,,,
CE,2021-09-21,,,,,
CE,2021-09-22,,,,,
CE,2021-09-23,,,,,
CE,2021-09-24,,,,,
CE,2021-09-25,,,,,
CE,2021-09-26,,,,,
CE,2021-09-27,,,,,
CE,2021-09-28,,,,,
CE,2021-09-29,,,,,
CE,2021-09-30,,,,,
CE,2021-10-01,,,,,
CE,2021-10-02,,,,,
CE,2021-10-03,,,,,
CE,2021-10-04,,,,,
CE,2021-10-05,,,,,
CE,2021-10-06,,,,,
CE,2021-10-07,,,,,
CE,2021-10-08,,,,,
CE,2021-10-09,,,,,
CE,2021-10-10,,,,,
CE,2021-10-11,,,,,
CE,2021-10-12,,,,,
CE,2021-10-13,,,,,
CE,2021-10-14,,,,,
CE,2021-10-15,,,,,
CE,2021-10-16,,,,,
CE,2021-10-17,,,,,
CE,2021-10-18,,,,,
CE,2021-10-19,,,,,
CE,2021-10-20,,,,,
CE,2021-10-21,,,,,
CE,2021-10-22,,,,,
CE,2021-10-23,,,,,
CE,2021-10-24,,,,,
CE,2021-10-25,,,,,
CE,2021-10-26,,,,,
CE,2021-10-27,,,,,
CE,2021-10-28,,,,,
CE,2021-10-29,,,,,
CE,2021-10-30,,,,,
CE,2021-10-31,,,,,
CE,2021-11-01,,,,,
CE,2021-11-02,,,,,
CE,2021-11-03,,,,,
CE,2021-11-04,,,,,
CE,2021-11-05,,,,,
CE,2021-11-06,,,,,
CE,2021-11-07,,,,,
CE,2021-11-08,,,,,
CE,2021-11-09,,,,,
CE,2021-11-10,,,,,
CE,2021-11-11,,,,,
CE,2021-11-12,,,,,
CE,2021-11-13,,,,,
CE,2021-11-14,,,,,
CE,2021-11-15,,,,,
CE,2021-11-16,,,,,
CE,2021-11-17,,,,,
CE,2021-11-18,,,,,
CE,2021-11-19,,,,,
CE,2021-11-20,,,,,
CE,2021-11-21,,,,,
CE,2021-11-22,,,,,
CE,2021-11-23,,,,,
CE,2021-11-24,,,,,
CE,2021-11-25,,,,,
CE,2021-11-26,,,,,
CE,2021-11-27,,,,,
CE,2021-11-28,,,,,
CE,2021-11-29,,,,,
CE,2021-11-30,,,,,
CE,2021-12-01,,,,,
CE,2021-12-02,,,,,
CE,2021-12-03,,,,,
CE,2021-12-04,,,,,
CE,2021-12-05,,,,,
CE,2021-12-06,,,,,
CE,2021-12-07,,,,,
CE,2021-12-08,,,,,
CE,2021-12-09,,,,,
CE,2021-12-10,,,,,
CE,2021-12-11,,,,,
CE,2021-12-12,,,,,
CE,2021-12-13,,,,,
CE,2021-12-14,,,,,
CE,2021-12-15,,,,,
CE,2021-12-16,,,,,
CE,2021-12-17,,,,,
CE,2021-12-18,,,,,
CE,2021-12-19,,,,,
CE,2021-12-20,,,,,
CE,2021-12-21,,,,,
CE,2021-12-22,,,,,
CE,2021-12-23,,,,,
CE,2021-12-24,,,,,
CE,2021-12-25,,,,,
CE,2021-12-26,,,,,
CE,2021-12-27,,,,,
CE,2021-12-28,,,,,
CE,2021-12-29,,,,,
CE,2021-12-30,,,,,
CE,2021-12-31,,,,,
CE,2022-01-01,,,,,
CE,2022-01-02,,,,,
CE,2022-01-03,,,,,
CE,2022-01-04,,,,,
CE,2022-01-05,,,,,
CE,2022-01-06,,,,,
CE,2022-01-07,,,,,
CE,2022-01-08,,,,,
CE,2022-01-09,,,,,
CE,2022-01-10,,,,,
CE,2022-01-11,,,,,
CE,2022-01-12,,,,,
CE,2022-01-13,,,,,
CE,2022-01-14,,,,,
CE,2022-01-15,,,,,
CE,2022-01-16,,,,,
CE,2022-01-17,,,,,
CE,2022-01-18,,,,,
CE,2022-01-19,,,,,
CE,2022-01-20,,,,,
CE,2022-01-21,,,,,
CE,2022-01-22,,,,,
CE,2022-01-23,,,,,
CE,2022-01-24,,,,,
CE,2022-01-25,,,,,
CE,2022-01-26,,,,,
CE,2022-01-27,,,,,
CE,2022-01-28,,,,,
CE,2022-01-29,,,,,
CE,2022-01-30,,,,,
CE,2022-01-31,,,,,
CE,2022-02-01,,,,,
CE,2022-02-02,,,,,
CE,2022-02-03,,,,,
CE,2022-02-04,,,,,
