station,date,iaqi_pm25,iaqi_o3,iaqi_co,iaqi_no2,aqi
SE,2021-11-16,,,,,
SE,2021-11-17,,,,,
SE,2021-11-18,,,,,
SE,2021-11-19,,,,,
SE,2021-11-20,,,,,
SE,2021-11-21,,,,,
SE,2021-11-22,,,,,
SE,2021-11-23,,,,,
SE,2021-11-24,,,,,
SE,2021-11-25,,,,,
SE,2021-11-26,,,,,
SE,2021-11-27,,,,,
SE,2021-11-28,,,,,
SE,2021-11-29,,,,,
SE,2021-11-30,,,,,
SE,2021-12-01,,,,,
SE,2021-12-02,,,,,
SE,2021-12-03,,,,,
SE,2021-12-04,,,,,
SE,2021-12-05,,,,,
SE,2021-12-06,,,,,
SE,2021-12-07,,,,,
SE,2021-12-08,,,,,
SE,2021-12-09,,,,,
SE,2021-12-10,,,,,
SE,2021-12-11,,,,,
SE,2021-12-12,,,,,
SE,2021-12-13,,,,,
SE,2021-12-14,,,,,
SE,2021-12-15,,,,,
SE,2021-12-16,,,,,
SE,2021-12-17,,,,,
SE,2021-12-18,,,,,
SE,2021-12-19,,,,,
SE,2021-12-20,,,,,
SE,2021-12-21,,,,,
SE,2021-12-22,,,,,
SE,2021-12-23,,,,,
SE,2021-12-24,,,,,
SE,2021-12-25,,,,,
SE,2021-12-26,,,,,
SE,2021-12-27,,,,,
SE,2021-12-28,,,,,
SE,2021-12-29,,,,,
SE,2021-12-30,,,,,
SE,2021-12-31,,,,,
SE,2022-01-01,,,,,
SE,2022-01-02,,,,,
SE,2022-01-03,,,,,
SE,2022-01-04,,,,,
SE,2022-01-05,,,,,
SE,2022-01-06,,,,,
SE,2022-01-07,,,,,
SE,2022-01-08,,,,,
SE,2022-01-09,,,,,
SE,2022-01-10,,,,,
SE,2022-01-11,,,,,
SE,2022-01-12,,,,,
SE,2022-01-13,,,,,
SE,2022-01-14,,,,,
SE,2022-01-15,,,,,
SE,2022-01-16,,,,,
SE,2022-01-17,,,,,
SE,2022-01-18,,,,,
SE,2022-01-19,,,,,
SE,2022-01-20,,,,,
SE,2022-01-21,,,,,
SE,2022-01-22,,,,,
SE,2022-01-23,,,,,
SE,2022-01-24,,,,,
SE,2022-01-25,,,,,
SE,2022-01-26,,,,,
SE,2022-01-27,,,,,
SE,2022-01-28,,,,,
SE,2022-01-29,,,,,
SE,2022-01-30,,,,,
SE,2022-01-31,,,,,
SE,2022-02-01,,,,,
SE,2022-02-02,,,,,
SE,2022-02-03,,,,,
SE,2022-02-04,,,,,
SE,2022-02-05,,,,,
SE,2022-02-06,,,,,
SE,2022-02-07,,,,,
SE,2022-02-08,,,,,
SE,2022-02-09,,,,,
SE,2022-02-10,,,,,
SE,2022-02-11,,,,,
SE,2022-02-12,,,,,
SE,2022-02-13,,,,,
SE,2022-02-14,,,,,
SE,2022-02-15,,,,,
SE,2022-02-16,,,,,
SE,2022-02-17,,,,,
SE,2022-02-18,,,,,
SE,2022-02-19,,,,,
SE,2022-02-20,,,,,
SE,2022-02-21,,,,,
SE,2022-02-22,,,,,
SE,2022-02-23,,,,,
SE,2022-02-24,,,,,
SE,2022-02-25,,,,,
SE,2022-02-26,,,,,
SE,2022-02-27,,,,,
SE,2022-02-28,,,,,
SE,2022-03-01,,,,,
SE,2022-03-02,,,,,
SE,2022-03-03,,,,,
SE,2022-03-04,,,,,
SE,2022-03-05,,,,,
SE,2022-03-06,,,,,
SE,2022-03-07,,,,,
SE,2022-03-08,,,,,
SE,2022-03-09,,,,,
SE,2022-03-10,,,,,
SE,2022-03-11,,,,,
SE,2022-03-12,,,,,
SE,2022-03-13,,,,,
SE,2022-03-14,,,,,
SE,2022-03-15,,,,,
SE,2022-03-16,,,,,
SE,2022-03-17,,,,,
SE,2022-03-18,,,,,
SE,2022-03-19,,,,,
SE,2022-03-20,,,,,
SE,2022-03-21,,,,,
SE,2022-03-22,,,,,
SE,2022-03-23,,,,,
SE,2022-03-24,,,,,
SE,2022-03-25,,,,,
SE,2022-03-26,,,,,
SE,2022-03-27,,,,,
SE,2022-03-28,,,,,
SE,2022-03-29,,,,,
SE,2022-03-30,,,,,
SE,2022-03-31,,,,,
SE,2022-04-01,,,,,
SE,2022-04-02,,,,,
SE,2022-04-03,,,,,
SE,2022-04-04,,,,,
SE,2022-04-05,,,,,
SE,2022-04-06,,,,,
SE,2022-04-07,,,,,
SE,2022-04-08,,,,,
SE,2022-04-09,,,,,
SE,2022-04-10,,,,,
SE,2022-04-11,,,,,
SE,2022-04-12,,,,,
SE,2022-04-13,,,,,
SE,2022-04-14,,,,,
SE,2022-04-15,,,,,
SE,2022-04-16,,,,,
SE,2022-04-17,,,,,
SE,2022-04-18,,,,,
SE,2022-04-19,,,,,
SE,2022-04-20,,,,,
SE,2022-04-21,,,,,
SE,2022-04-22,,,,,
SE,2022-04-23,,,,,
SE,2022-04-24,,,,,
SE,2022-04-25,,,,,
SE,2022-04-26,,,,,
SE,2022-04-27,,,,,
SE,2022-04-28,,,,,
SE,2022-04-29,,,,,
SE,2022-04-30,,,,,
SE,2022-05-01,,,,,
SE,2022-05-02,,,,,
SE,2022-05-03,,,,,
SE,2022-05-04,,,,,
SE,2022-05-05,,,,,
SE,2022-05-06,,,,,
SE,2022-05-07,,,,,
SE,2022-05-08,,,,,
SE,2022-05-09,,,,,
SE,2022-05-10,,,,,
SE,2022-05-11,,,,,
SE,2022-05-12,,,,,
SE,2022-05-13,,,,,
SE,2022-05-14,,,,,
SE,2022-05-15,,,,,
SE,2022-05-16,,,,,
SE,2022-05-17,,,,,
SE,2022-05-18,,,,,
SE,2022-05-19,,,,,
SE,2022-05-20,,,,,
SE,2022-05-21,,,,,
SE,2022-05-22,,,,,
SE,2022-05-23,,,,,
SE,2022-05-24,,,,,
SE,2022-05-25,,,,,
SE,2022-05-26,,,,,
SE,2022-05-27,,,,,
SE,2022-05-28,,,,,
SE,2022-05-29,,,,,
SE,2022-05-30,,,,,
SE,2022-05-31,,,,,
SE,2022-06-01,,,,,
SE,2022-06-02,,,,,
SE,2022-06-03,,,,,
SE,2022-06-04,,,,,
SE,2022-06-05,,,,,
SE,2022-06-06,,,,,
SE,2022-06-07,,,,,
SE,2022-06-08,,,,,
SE,2022-06-09,,,,,
SE,2022-06-10,,,,,
SE,2022-06-11,,,,,
SE,2022-06-12,,,,,
SE,2022-06-13,,,,,
SE,2022-06-14,,,,,
SE,2022-06-15,,,,,
SE,2022-06-16,,,,,
SE,2022-06-17,,,,,
SE,2022-06-18,,,,,
SE,2022-06-19,,,,,
SE,2022-06-20,,,,,
SE,2022-06-21,,,,,
SE,2022-06-22,,,,,
SE,2022-06-23,,,,,
SE,2022-06-24,,,,,
SE,2022-06-25,,,,,
SE,2022-06-26,,,,,
SE,2022-06-27,,,,,
SE,2022-06-28,,,,,
SE,2022-06-29,,,,,
SE,2022-06-30,,,,,
SE,2022-07-01,,,,,
SE,2022-07-02,,,,,
SE,2022-07-03,,,,,
SE,2022-07-04,,,,,
SE,2022-07-05,,,,,
SE,2022-07-06,,,,,
SE,2022-07-07,,,,,
SE,2022-07-08,,,,,
SE,2022-07-09,,,,,
SE,2022-07-10,,,,,
SE,2022-07-11,,,,,
SE,2022-07-12,,,,,
SE,2022-07-13,,,,,
SE,2022-07-14,,,,,
SE,2022-07-15,,,,,
SE,2022-07-16,,,,,
SE,2022-07-17,,,,,
SE,2022-07-18,,,,,
SE,2022-07-19,,,,,
SE,2022-07-20,,,,,
SE,2022-07-21,,,,,
SE,2022-07-22,,,,,
SE,2022-07-23,,,,,
SE,2022-07-24,,,,,
SE,2022-07-25,,,,,
SE,2022-07-26,,,,,
SE,2022-07-27,,,,,
SE,2022-07-28,,,,,
SE,2022-07-29,,,,,
SE,2022-07-30,,,,,
SE,2022-07-31,,,,,
SE,2022-08-01,,,,,
SE,2022-08-02,,,,,
SE,2022-08-03,,,,,
SE,2022-08-04,,,,,
SE,2022-08-05,,,,,
SE,2022-08-06,,,,,
SE,2022-08-07,,,,,
SE,2022-08-08,,,,,
SE,2022-08-09,,,,,
SE,2022-08-10,,,,,
SE,2022-08-11,,,,,
SE,2022-08-12,,,,,
SE,2022-08-13,,,,,
SE,2022-08-14,,,,,
SE,2022-08-15,,,,,
SE,2022-08-16,,,,,
SE,2022-08-17,,,,,
SE,2022-08-18,,,,,
SE,2022-08-19,,,,,
SE,2022-08-20,,,,,
SE,2022-08-21,,,,,
SE,2022-08-22,,,,,
SE,2022-08-23,,,,,
SE,2022-08-24,,,,,
SE,2022-08-25,,,,,
SE,2022-08-26,,,,,
SE,2022-08-27,,,,,
SE,2022-08-28,,,,,
SE,2022-08-29,,,,,
SE,2022-08-30,,,,,
SE,2022-08-31,,,,,
SE,2022-09-01,,,,,
SE,2022-09-02,,,,,
SE,2022-09-03,,,,,
SE,2022-09-04,,,,,
SE,2022-09-05,,,,,
SE,2022-09-06,,,,,
SE,2022-09-07,,,,,
SE,2022-09-08,,,,,
SE,2022-09-09,,,,,
SE,2022-09-10,,,,,
SE,2022-09-11,,,,,
SE,2022-09-12,,,,,
SE,2022-09-13,,,,,
SE,2022-09-14,,,,,
SE,2022-09-15,,,,,
SE,2022-09-16,,,,,
SE,2022-09-17,,,,,
SE,2022-09-18,,,,,
SE,2022-09-19,,,,,
SE,2022-09-20,,,,,
SE,2022-09-21,,,,,
SE,2022-09-22,,,,,
SE,2022-09-23,,,,,
SE,2022-09-24,,,,,
SE,2022-09-25,,,,,
SE,2022-09-26,,,,,
SE,2022-09-27,,,,,
SE,2022-09-28,,,,,
SE,2022-09-29,,,,,
SE,2022-09-30,,,,,
SE,2022-10-01,,,,,
SE,2022-10-02,,,,,
SE,2022-10-03,,,,,
SE,2022-10-04,,,,,
SE,2022-10-05,,,,,
SE,2022-10-06,,,,,
SE,2022-10-07,,,,,
SE,2022-10-08,,,,,
SE,2022-10-09,,,,,
SE,2022-10-10,,,,,
SE,2022-10-11,,,,,
SE,2022-10-12,,,,,
SE,2022-10-13,,,,,
SE,2022-10-14,,,,,
SE,2022-10-15,,,,,
SE,2022-10-16,,,,,
SE,2022-10-17,,,,,
SE,2022-10-18,,,,,
SE,2022-10-19,,,,,
SE,2022-10-20,,,,,
SE,2022-10-21,,,,,
SE,2022-10-22,,,,,
SE,2022-10-23,,,,,
SE,2022-10-24,,,,,
SE,2022-10-25,,,,,
SE,2022-10-26,,,,,
SE,2022-10-27,,,,,
SE,2022-10-28,,,,,
SE,2022-10-29,,,,,
SE,2022-10-30,,,,,
SE,2022-10-31,,,,,
SE,2022-11-01,,,,,
SE,2022-11-02,,,,,
SE,2022-11-03,,,,,
SE,2022-11-04,,,,,
SE,2022-11-05,,,,,
SE,2022-11-06,,,,,
SE,2022-11-07,,,,,
SE,2022-11-08,,,,,
SE,2022-11-09,,,,,
SE,2022-11-10,,,,,
SE,2022-11-11,,,,,
SE,2022-11-12,,,,,
SE,2022-11-13,,,,,
SE,2022-11-14,,,,,
SE,2022-11-15,,,,,
SE,2022-11-16,,,,,
SE,2022-11-17,,,,,
SE,2022-11-18,,,,,
SE,2022-11-19,,,,,
SE,2022-11-20,,,,,
SE,2022-11-21,,,,,
SE,2022-11-22,,,,,
SE,2022-11-23,,,,,
SE,2022-11-24,,,,,
SE,2022-11-25,,,,,
SE,2022-11-26,,,,,
SE,2022-11-27,,,,,
SE,2022-11-28,,,,,
SE,2022-11-29,,,,,
SE,2022-11-30,,,,,
SE,2022-12-01,,,,,
SE,2022-12-02,,,,,
SE,2022-12-03,,,,,
SE,2022-12-04,,,,,
SE,2022-12-05,,,,,
SE,2022-12-06,,,,,
SE,2022-12-07,,,,,
SE,2022-12-08,,,,,
SE,2022-12-09,,,,,
SE,2022-12-10,,,,,
SE,2022-12-11,,,,,
SE,2022-12-12,,,,,
SE,2022-12-13,,,,,
SE,2022-12-14,,,,,
SE,2022-12-15,,,,,
SE,2022-12-16,,,,,
SE,2022-12-17,,,,,
SE,2022-12-18,,,,,
SE,2022-12-19,,,,,
SE,2022-12-20,,,,,
SE,2022-12-21,,,,,
SE,2022-12-22,,,,,
SE,2022-12-23,,,,,
SE,2022-12-24,,,,,
SE,2022-12-25,,,,,
SE,2022-12-26,,,,,
SE,2022-12-27,,,,,
SE,2022-12-28,,,,,
SE,2022-12-29,,,,,
SE,2022-12-30,,,,,
SE,2022-12-31,,,,,
SE,2023-01-01,,,,,
SE,2023-01-02,,,,,
SE,2023-01-03,,,,,
SE,2023-01-04,,,,,
SE,2023-01-05,,,,,
SE,2023-01-06,,,,,
SE,2023-01-07,,,,,
SE,2023-01-08,,,,,
SE,2023-01-09,,,,,
SE,2023-01-10,,,,,
SE,2023-01-11,,,,,
SE,2023-01-12,,,,,
SE,2023-01-13,,,,,
SE,2023-01-14,,,,,
SE,2023-01-15,,,,,
SE,2023-01-16,,,,,
SE,2023-01-17,,,,,
SE,2023-01-18,,,,,
SE,2023-01-19,,,,,
SE,2023-01-20,,,,,
SE,2023-01-21,,,,,
SE,2023-01-22,,,,,
SE,2023-01-23,,,,,
SE,2023-01-24,,,,,
SE,2023-01-25,,,,,
SE,2023-01-26,,,,,
SE,2023-01-27,,,,,
SE,2023-01-28,,,,,
SE,2023-01-29,,,,,
SE,2023-01-30,,,,,
SE,2023-01-31,,,,,
SE,2023-02-01,,,,,
SE,2023-02-02,,,,,
SE,2023-02-03,,,,,
SE,2023-02-04,,,,,
SE,2023-02-05,,,,,
SE,2023-02-06,,,,,
SE,2023-02-07,,,,,
SE,2023-02-08,,,,,
SE,2023-02-09,,,,,
SE,2023-02-10,,,,,
SE,2023-02-11,,,,,
SE,2023-02-12,,,,,
SE,2023-02-13,,,,,
SE,2023-02-14,,,,,
SE,2023-02-15,,,,,
SE,2023-02-16,,,,,
SE,2023-02-17,,,,,
SE,2023-02-18,,,,,
SE,2023-02-19,,,,,
SE,2023-02-20,,,,,
SE,2023-02-21,,,,,
SE,2023-02-22,,,,,
SE,2023-02-23,,,,,
SE,2023-02-24,,,,,
SE,2023-02-25,,,,,
SE,2023-02-26,,,,,
SE,2023-02-27,,,,,
SE,2023-02-28,,,,,
SE,2023-03-01,,,,,
SE,2023-03-02,,,,,
SE,2023-03-03,,,,,
SE,2023-03-04,,,,,
SE,2023-03-05,,,,,
SE,2023-03-06,,,,,
SE,2023-03-07,,,,,
SE,2023-03-08,,,,,
SE,2023-03-09,,,,,
SE,2023-03-10,,,,,
SE,2023-03-11,,,,,
SE,2023-03-12,,,,,
SE,2023-03-13,,,,,
SE,2023-03-14,,,,,
SE,2023-03-15,,,,,
SE,2023-03-16,,,,,
SE,2023-03-17,,,,,
SE,2023-03-18,,,,,
SE,2023-03-19,,,,,
SE,2023-03-20,,,,,
SE,2023-03-21,,,,,
SE,2023-03-22,,,,,
SE,2023-03-23,,,,,
SE,2023-03-24,,,,,
SE,2023-03-25,,,,,
SE,2023-03-26,,,,,
SE,2023-03-27,,,,,
SE,2023-03-28,,,,,
SE,2023-03-29,,,,,
SE,2023-03-30,,,,,
SE,2023-03-31,,,,,
SE,2023-04-01,,,,,
SE,2023-04-02,,,,,
SE,2023-04-03,,,,,
SE,2023-04-04,,,,,
SE,2023-04-05,,,,,
SE,2023-04-06,,,,,
SE,2023-04-07,,,,,
SE,2023-04-08,,,,,
SE,2023-04-09,,,,,
SE,2023-04-10,,,,,
SE,2023-04-11,,,,,
SE,2023-04-12,,,,,
SE,2023-04-13,,,,,
SE,2023-04-14,,,,,
SE,2023-04-15,,,,,
SE,2023-04-16,,,,,
SE,2023-04-17,,,,,
SE,2023-04-18,,,,,
SE,2023-04-19,,,,,
SE,2023-04-20,,,,,
SE,2023-04-21,,,,,
SE,2023-04-22,,,,,
SE,2023-04-23,,,,,
SE,2023-04-24,,,,,
SE,2023-04-25,,,,,
SE,2023-04-26,,,,,
SE,2023-04-27,,,,,
SE,2023-04-28,,,,,
SE,2023-04-29,,,,,
SE,2023-04-30,,,,,
SE,2023-05-01,,,,,
SE,2023-05-02,,,,,
SE,2023-05-03,,,,,
SE,2023-05-04,,,,,
SE,2023-05-05,,,,,
SE,2023-05-06,,,,,
SE,2023-05-07,,,,,
SE,2023-05-08,,,,,
SE,2023-05-09,,,,,
SE,2023-05-10,,,,,
SE,2023-05-11,,,,,
SE,2023-05-12,,,,,
SE,2023-05-13,,,,,
SE,2023-05-14,,,,,
SE,2023-05-15,,,,,
SE,2023-05-16,,,,,
SE,2023-05-17,,,,,
SE,2023-05-18,,,,,
SE,2023-05-19,,,,,
SE,2023-05-20,,,,,
SE,2023-05-21,,,,,
SE,2023-05-22,,,,,
SE,2023-05-23,,,,,
SE,2023-05-24,,,,,
SE,2023-05-25,,,,,
SE,2023-05-26,,,,,
SE,2023-05-27,,,,,
SE,2023-05-28,,,,,
SE,2023-05-29,,,,,
SE,2023-05-30,,,,,
SE,2023-05-31,,,,,
SE,2023-06-01,,,,,
SE,2023-06-02,,,,,
SE,2023-06-03,,,,,
SE,2023-06-04,,,,,
SE,2023-06-05,,,,,
SE,2023-06-06,,,,,
SE,2023-06-07,,,,,
SE,2023-06-08,,,,,
SE,2023-06-09,,,,,
SE,2023-06-10,,,,,
SE,2023-06-11,,,,,
SE,2023-06-12,,,,,
SE,2023-06-13,,,,,
SE,2023-06-14,,,,,
SE,2023-06-15,,,,,
SE,2023-06-16,,,,,
SE,2023-06-17,,,,,
SE,2023-06-18,,,,,
SE,2023-06-19,,,,,
SE,2023-06-20,,,,,
SE,2023-06-21,,,,,
SE,2023-06-22,,,,,
SE,2023-06-23,,,,,
SE,2023-06-24,,,,,
SE,2023-06-25,,,,,
SE,2023-06-26,,,,,
SE,2023-06-27,,,,,
SE,2023-06-28,,,,,
SE,2023-06-29,,,,,
SE,2023-06-30,,,,,
SE,2023-07-01,,,,,
SE,2023-07-02,,,,,
SE,2023-07-03,,,,,
SE,2023-07-04,,,,,
SE,2023-07-05,,,,,
SE,2023-07-06,,,,,
SE,2023-07-07,,,,,
SE,2023-07-08,,,,,
SE,2023-07-09,,,,,
SE,2023-07-10,,,,,
SE,2023-07-11,,,,,
SE,2023-07-12,,,,,
SE,2023-07-13,,,,,
SE,2023-07-14,,,,,
SE,2023-07-15,,,,,
SE,2023-07-16,,,,,
SE,2023-07-17,,,,,
SE,2023-07-18,,,,,
SE,2023-07-19,,,,,
SE,2023-07-20,,,,,
SE,2023-07-21,,,,,
SE,2023-07-22,,,,,
SE,2023-07-23,,,,,
SE,2023-07-24,,,,,
SE,2023-07-25,,,,,
SE,2023-07-26,,,,,
SE,2023-07-27,,,,,
SE,2023-07-28,,,,,
SE,2023-07-29,,,,,
SE,2023-07-30,,,,,
SE,2023-07-31,,,,,
SE,2023-08-01,,,,,
SE,2023-08-02,,,,,
SE,2023-08-03,,,,,
SE,2023-08-04,,,,,
SE,2023-08-05,,,,,
SE,2023-08-06,,,,,
SE,2023-08-07,,,,,
SE,2023-08-08,,,,,
SE,2023-08-09,,,,,
SE,2023-08-10,,,,,
SE,2023-08-11,,,,,
SE,2023-08-12,,,,,
SE,2023-08-13,,,,,
SE,2023-08-14,,,,,
SE,2023-08-15,,,,,
SE,2023-08-16,,,,,
SE,2023-08-17,,,,,
SE,2023-08-18,,,,,
SE,2023-08-19,,,,,
SE,2023-08-20,,,,,
SE,2023-08-21,,,,,
SE,2023-08-22,,,,,
SE,2023-08-23,,,,,
SE,2023-08-24,,,,,
SE,2023-08-25,,,,,
SE,2023-08-26,,,,,
SE,2023-08-27,,,,,
SE,2023-08-28,,,,,
SE,2023-08-29,,,,,
SE,2023-08-30,,,,,
SE,2023-08-31,,,,,
SE,2023-09-01,,,,,
SE,2023-09-02,,,,,
SE,2023-09-03,,,,,
SE,2023-09-04,,,,,
SE,2023-09-05,,,,,
SE,2023-09-06,,,,,
SE,2023-09-07,,,,,
SE,2023-09-08,,,,,
SE,2023-09-09,,,,,
SE,2023-09-10,,,,,
SE,2023-09-11,,,,,
SE,2023-09-12,,,,,
SE,2023-09-13,,,,,
SE,2023-09-14,,,,,
SE,2023-09-15,,,,,
SE,2023-09-16,,,,,
SE,2023-09-17,,,,,
SE,2023-09-18,,,,,
SE,2023-09-19,,,,,
SE,2023-09-20,,,,,
SE,2023-09-21,,,,,
SE,2023-09-22,,,,,
SE,2023-09-23,,,,,
SE,2023-09-24,,,,,
SE,2023-09-25,,,,,
SE,2023-09-26,,,,,
SE,2023-09-27,,,,,
SE,2023-09-28,,,,,
SE,2023-09-29,,,,,
SE,2023-09-30,,,,,
SE,2023-10-01,,,,,
SE,2023-10-02,,,,,
SE,2023-10-03,,,,,
SE,2023-10-04,,,,,
SE,2023-10-05,,,,,
SE,2023-10-06,,,,,
SE,2023-10-07,,,,,
SE,2023-10-08,,,,,
SE,2023-10-09,,,,,
SE,2023-10-10,,,,,
SE,2023-10-11,,,,,
SE,2023-10-12,,,,,
SE,2023-10-13,,,,,
SE,2023-10-14,,,,,
SE,2023-10-15,,,,,
SE,2023-10-16,,,,,
SE,2023-10-17,,,,,
SE,2023-10-18,,,,,
SE,2023-10-19,,,,,
SE,2023-10-20,,,,,
SE,2023-10-21,,,,,
SE,2023-10-22,,,,,
SE,2023-10-23,,,,,
SE,2023-10-24,,,,,
SE,2023-10-25,,,,,
SE,2023-10-26,,,,,
SE,2023-10-27,,,,,
SE,2023-10-28,,,,,
SE,2023-10-29,,,,,
SE,2023-10-30,,,,,
SE,2023-10-31,,,,,
SE,2023-11-01,,,,,
SE,2023-11-02,,,,,
SE,2023-11-03,,,,,
SE,2023-11-04,,,,,
SE,2023-11-05,,,,,
SE,2023-11-06,,,,,
SE,2023-11-07,,,,,
SE,2023-11-08,,,,,
SE,2023-11-09,,,,,
SE,2023-11-10,,,,,
SE,2023-11-11,,,,,
SE,2023-11-12,,,,,
SE,2023-11-13,,,,,
SE,2023-11-14,,,,,
SE,2023-11-15,,,,,
SE,2023-11-16,,,,,
SE,2023-11-17,,,,,
SE,2023-11-18,,,,,
SE,2023-11-19,,,,,
SE,2023-11-20,,,,,
SE,2023-11-21,,,,,
SE,2023-11-22,,,,,
SE,2023-11-23,,,,,
SE,2023-11-24,,,,,
SE,2023-11-25,,,,,
SE,2023-11-26,,,,,
SE,2023-11-27,,,,,
SE,2023-11-28,,,,,
SE,2023-11-29,,,,,
SE,2023-11-30,,,,,
SE,2023-12-01,,,,,
SE,2023-12-02,,,,,
SE,2023-12-03,,,,,
SE,2023-12-04,,,,,
SE,2023-12-05,,,,,
SE,2023-12-06,,,,,
SE,2023-12-07,,,,,
SE,2023-12-08,,,,,
SE,2023-12-09,,,,,
SE,2023-12-10,,,,,
SE,2023-12-11,,,,,
SE,2023-12-12,,,,,
SE,2023-12-13,,,,,
SE,2023-12-14,,,,,
SE,2023-12-15,,,,,
SE,2023-12-16,,,,,
SE,2023-12-17,,,,,
SE,2023-12-18,,,,,
SE,2023-12-19,,,,,
SE,2023-12-20,,,,,
SE,2023-12-21,,,,,
SE,2023-12-22,,,,,
SE,2023-12-23,,,,,
SE,2023-12-24,,,,,
SE,2023-12-25,,,,,
SE,2023-12-26,,,,,
SE,2023-12-27,,,,,
SE,2023-12-28,,,,,
SE,2023-12-29,,,,,
SE,2023-12-30,,,,,
SE,2023-12-31,,,,,
SE,2024-01-01,,42.0,,,42.0
SE,2024-01-02,,35.0,,,35.0
SE,2024-01-03,,38.0,,,38.0
SE,2024-01-04,,35.0,,,35.0
SE,2024-01-05,,37.0,,,37.0
SE,2024-01-06,,36.0,,,36.0
SE,2024-01-07,,29.0,,,29.0
SE,2024-01-08,,33.0,,,33.0
SE,2024-01-09,,33.0,,,33.0
SE,2024-01-10,,28.0,,,28.0
SE,2024-01-11,,31.0,,,31.0
SE,2024-01-12,,35.0,,,35.0
SE,2024-01-13,,37.0,,,37.0
SE,2024-01-14,,44.0,,,44.0
SE,2024-01-15,,24.0,,,24.0
SE,2024-01-16,,18.0,,,18.0
SE,2024-01-17,,33.0,,,33.0
SE,2024-01-18,,23.0,,,23.0
SE,2024-01-19,,48.0,,,48.0
SE,2024-01-20,,41.0,,,41.0
SE,2024-01-21,,20.0,,,20.0
SE,2024-01-22,,27.0,,,27.0
SE,2024-01-23,,27.0,,,27.0
SE,2024-01-24,,19.0,,,19.0
SE,2024-01-25,,31.0,,,31.0
SE,2024-01-26,,44.0,,,44.0
SE,2024-01-27,,37.0,,,37.0
SE,2024-01-28,,42.0,,,42.0
SE,2024-01-29,,41.0,,,41.0
SE,2024-01-30,,40.0,,,40.0
SE,2024-01-31,,35.0,,,35.0
SE,2024-02-01,,37.0,,,37.0
SE,2024-02-02,,51.0,,,51.0
SE,2024-02-03,,36.0,,,36.0
SE,2024-02-04,,25.0,,,25.0
SE,2024-02-05,,39.0,,,39.0
SE,2024-02-06,,42.0,,,42.0
SE,2024-02-07,,40.0,,,40.0
SE,2024-02-08,,48.0,,,48.0
SE,2024-02-09,,47.0,,,47.0
SE,2024-02-10,,40.0,,,40.0
SE,2024-02-11,,42.0,,,42.0
SE,2024-02-12,,40.0,,,40.0
SE,2024-02-13,,38.0,,,38.0
SE,2024-02-14,,34.0,,,34.0
SE,2024-02-15,,21.0,,,21.0
SE,2024-02-16,,9.0,,,9.0
SE,2024-02-17,,23.0,,,23.0
SE,2024-02-18,,22.0,,,22.0
SE,2024-02-19,,42.0,,,42.0
SE,2024-02-20,,64.0,,,64.0
SE,2024-02-21,,64.0,,,64.0
SE,2024-02-22,,67.0,,,67.0
SE,2024-02-23,,44.0,,,44.0
SE,2024-02-24,,45.0,,,45.0
SE,2024-02-25,,115.0,,,115.0
SE,2024-02-26,,179.0,,,179.0
SE,2024-02-27,,87.0,,,87.0
SE,2024-02-28,,43.0,,,43.0
SE,2024-02-29,,41.0,,,41.0
SE,2024-03-01,,80.0,,,80.0
SE,2024-03-02,,90.0,,,90.0
SE,2024-03-03,,97.0,,,97.0
SE,2024-03-04,,47.0,,,47.0
SE,2024-03-05,,87.0,,,87.0
SE,2024-03-06,,44.0,,,44.0
SE,2024-03-07,,97.0,,,97.0
SE,2024-03-08,,47.0,,,47.0
SE,2024-03-09,,39.0,,,39.0
SE,2024-03-10,,38.0,,,38.0
SE,2024-03-11,,40.0,,,40.0
SE,2024-03-12,,50.0,,,50.0
SE,2024-03-13,,74.0,,,74.0
SE,2024-03-14,,74.0,,,74.0
SE,2024-03-15,,48.0,,,48.0
SE,2024-03-16,,31.0,,,31.0
SE,2024-03-17,,31.0,,,31.0
SE,2024-03-18,,27.0,,,27.0
SE,2024-03-19,,42.0,,,42.0
SE,2024-03-20,,25.0,,,25.0
SE,2024-03-21,,50.0,,,50.0
SE,2024-03-22,,47.0,,,47.0
SE,2024-03-23,,45.0,,,45.0
SE,2024-03-24,,48.0,,,48.0
SE,2024-03-25,,47.0,,,47.0
SE,2024-03-26,,48.0,,,48.0
SE,2024-03-27,,87.0,,,87.0
SE,2024-03-28,,48.0,,,48.0
SE,2024-03-29,,51.0,,,51.0
SE,2024-03-30,,132.0,,,132.0
SE,2024-03-31,,61.0,,,61.0
SE,2024-04-01,,50.0,,,50.0
SE,2024-04-02,,58.0,,,58.0
SE,2024-04-03,,64.0,,,64.0
SE,2024-04-04,,54.0,,,54.0
SE,2024-04-05,,49.0,,,49.0
SE,2024-04-06,,129.0,,,129.0
SE,2024-04-07,,47.0,,,47.0
SE,2024-04-08,,42.0,,,42.0
SE,2024-04-09,,49.0,,,49.0
SE,2024-04-10,,50.0,,,50.0
SE,2024-04-11,,71.0,,,71.0
SE,2024-04-12,,54.0,,,54.0
SE,2024-04-13,,58.0,,,58.0
SE,2024-04-14,,126.0,,,126.0
SE,2024-04-15,,77.0,,,77.0
SE,2024-04-16,,45.0,,,45.0
SE,2024-04-17,,36.0,,,36.0
SE,2024-04-18,,44.0,,,44.0
SE,2024-04-19,,35.0,,,35.0
