date,station_code,PM2.5,NO2,CO,NO,NOX,NOx_calc,NOX_filled,NOx_sum,NOX_use,NOX_source
2020-05-12 07:00:00,SO,17.3,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-12 08:00:00,SO,19.51,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-12 09:00:00,SO,18.69,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-05-12 10:00:00,SO,19.48,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-12 11:00:00,SO,22.28,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-05-13 08:00:00,SO,18.07,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-25 07:00:00,SO,22.57,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-05-25 08:00:00,SO,16.82,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-05-26 12:00:00,SO,,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-05-27 05:00:00,SO,10.63,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-27 06:00:00,SO,15.16,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-05-27 07:00:00,SO,23.27,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-27 08:00:00,SO,16.87,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-05-27 09:00:00,SO,17.84,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-05-29 04:00:00,SO,6.57,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-29 05:00:00,SO,,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-29 07:00:00,SO,24.05,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-05-29 08:00:00,SO,17.98,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-05-30 08:00:00,SO,32.15,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-05-31 05:00:00,SO,,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-05-31 06:00:00,SO,,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-05-31 07:00:00,SO,21.46,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-05-31 09:00:00,SO,17.31,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-03 07:00:00,SO,8.71,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-04 01:00:00,SO,9.61,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-04 02:00:00,SO,8.39,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-04 03:00:00,SO,8.3,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-04 09:00:00,SO,16.38,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-04 10:00:00,SO,19.48,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-04 11:00:00,SO,19.37,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-04 12:00:00,SO,24.07,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-04 13:00:00,SO,20.69,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-10 22:00:00,SO,14.41,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-10 23:00:00,SO,11.91,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-11 01:00:00,SO,13.93,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-11 02:00:00,SO,11.97,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-11 03:00:00,SO,12.05,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-11 11:00:00,SO,10.85,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-11 12:00:00,SO,16.44,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-11 13:00:00,SO,21.69,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-11 14:00:00,SO,17.38,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-11 15:00:00,SO,17.4,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-11 16:00:00,SO,17.12,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-11 17:00:00,SO,8.89,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-11 18:00:00,SO,11.83,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-11 19:00:00,SO,11.7,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-11 20:00:00,SO,13.34,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-11 21:00:00,SO,16.25,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-11 22:00:00,SO,12.57,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-11 23:00:00,SO,13.08,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-12 11:00:00,SO,12.98,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-06-12 12:00:00,SO,11.26,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-12 13:00:00,SO,12.73,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-12 14:00:00,SO,12.88,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-12 15:00:00,SO,11.03,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-12 21:00:00,SO,10.27,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-12 22:00:00,SO,10.32,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-12 23:00:00,SO,11.87,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-13 00:00:00,SO,10.25,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-13 01:00:00,SO,7.99,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-13 02:00:00,SO,8.33,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-13 03:00:00,SO,9.45,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-13 04:00:00,SO,7.51,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-13 12:00:00,SO,10.75,0.5,,0.8,0.6,1.3,0.6,1.3,0.6,measured
2020-06-13 13:00:00,SO,12.47,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-13 14:00:00,SO,13.88,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-13 15:00:00,SO,12.19,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-13 16:00:00,SO,14.24,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-13 17:00:00,SO,13.32,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-13 20:00:00,SO,13.57,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-13 21:00:00,SO,14.61,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-13 22:00:00,SO,15.95,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-14 21:00:00,SO,10.72,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-19 00:00:00,SO,6.86,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-19 01:00:00,SO,12.55,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-19 02:00:00,SO,12.64,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-19 03:00:00,SO,13.43,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-06-19 07:00:00,SO,14.19,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-19 08:00:00,SO,22.84,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-19 09:00:00,SO,20.8,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-19 10:00:00,SO,15.86,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-19 11:00:00,SO,15.81,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-19 12:00:00,SO,19.06,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-19 13:00:00,SO,27.96,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-19 15:00:00,SO,15.19,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-19 23:00:00,SO,10.32,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-20 00:00:00,SO,9.99,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-20 01:00:00,SO,9.84,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-20 02:00:00,SO,8.26,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-20 03:00:00,SO,8.1,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-20 08:00:00,SO,14.73,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-06-20 09:00:00,SO,18.69,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-20 10:00:00,SO,18.68,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-20 11:00:00,SO,18.25,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-20 14:00:00,SO,24.69,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-20 23:00:00,SO,12.06,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-21 01:00:00,SO,9.55,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-21 02:00:00,SO,9.48,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-21 03:00:00,SO,10.57,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-21 04:00:00,SO,13.03,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-06-21 05:00:00,SO,12.73,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-21 09:00:00,SO,18.2,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-21 10:00:00,SO,18.99,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-21 11:00:00,SO,18.71,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-22 02:00:00,SO,10.85,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-22 03:00:00,SO,10.68,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-22 04:00:00,SO,12.17,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-22 07:00:00,SO,14.28,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-22 08:00:00,SO,20.38,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-22 09:00:00,SO,24.37,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-22 10:00:00,SO,24.65,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-22 11:00:00,SO,22.79,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-23 02:00:00,SO,15.56,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-23 03:00:00,SO,15.22,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-23 04:00:00,SO,16.18,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-23 05:00:00,SO,18.29,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-23 06:00:00,SO,19.11,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-23 07:00:00,SO,21.01,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-23 08:00:00,SO,22.76,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-23 09:00:00,SO,28.81,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-23 10:00:00,SO,30.36,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-23 11:00:00,SO,31.54,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-24 02:00:00,SO,21.38,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-24 03:00:00,SO,19.65,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-24 04:00:00,SO,18.24,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-24 05:00:00,SO,19.11,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-24 06:00:00,SO,19.49,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-24 07:00:00,SO,19.03,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-24 08:00:00,SO,22.46,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-24 09:00:00,SO,26.66,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-24 10:00:00,SO,29.36,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-24 22:00:00,SO,,0.5,,1.0,0.6,1.5,0.6,1.5,0.6,measured
2020-06-24 23:00:00,SO,,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-25 00:00:00,SO,,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-25 01:00:00,SO,5.62,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-25 02:00:00,SO,10.65,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-25 03:00:00,SO,10.62,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-25 10:00:00,SO,16.2,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-06-25 11:00:00,SO,17.84,0.5,,0.8,0.6,1.3,0.6,1.3,0.6,measured
2020-06-25 12:00:00,SO,20.43,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-25 13:00:00,SO,20.88,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-25 14:00:00,SO,19.81,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-25 23:00:00,SO,,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-26 00:00:00,SO,6.73,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-26 01:00:00,SO,7.41,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-26 03:00:00,SO,13.59,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-26 08:00:00,SO,14.18,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-26 09:00:00,SO,16.83,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-26 10:00:00,SO,13.67,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-26 11:00:00,SO,17.38,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-26 12:00:00,SO,20.21,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-26 13:00:00,SO,19.22,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-26 20:00:00,SO,12.12,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-26 21:00:00,SO,14.26,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-26 22:00:00,SO,11.92,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-26 23:00:00,SO,16.75,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-27 00:00:00,SO,16.56,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-27 01:00:00,SO,19.16,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-27 02:00:00,SO,22.84,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-06-27 08:00:00,SO,41.72,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-06-27 09:00:00,SO,53.4,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-27 10:00:00,SO,61.06,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-27 11:00:00,SO,74.4,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-27 13:00:00,SO,71.66,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-27 14:00:00,SO,70.82,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-27 15:00:00,SO,66.69,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-27 18:00:00,SO,8.51,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-27 19:00:00,SO,8.15,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-27 20:00:00,SO,15.77,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-27 21:00:00,SO,16.25,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-27 22:00:00,SO,18.06,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-27 23:00:00,SO,12.37,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-29 03:00:00,SO,29.82,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-06-29 04:00:00,SO,30.98,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-29 05:00:00,SO,32.24,0.5,,0.8,0.6,1.3,0.6,1.3,0.6,measured
2020-06-29 08:00:00,SO,25.85,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-06-29 09:00:00,SO,10.62,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-29 10:00:00,SO,11.18,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-29 17:00:00,SO,8.26,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-29 18:00:00,SO,9.48,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-29 19:00:00,SO,10.83,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-06-29 20:00:00,SO,11.55,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-06-29 21:00:00,SO,10.57,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-01 08:00:00,SO,34.46,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-02 01:00:00,SO,19.67,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-02 03:00:00,SO,25.04,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-07-02 04:00:00,SO,26.64,0.5,,0.7,0.5,1.2,0.5,1.2,0.5,measured
2020-07-02 05:00:00,SO,29.67,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-07-02 08:00:00,SO,32.44,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-07-02 09:00:00,SO,37.23,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-07-02 10:00:00,SO,40.44,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-02 11:00:00,SO,43.53,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-03 00:00:00,SO,29.37,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-03 03:00:00,SO,27.14,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-07-03 04:00:00,SO,26.53,0.5,,0.6,0.5,1.1,0.5,1.1,0.5,measured
2020-07-03 08:00:00,SO,30.24,0.5,,0.8,0.6,1.3,0.6,1.3,0.6,measured
2020-07-03 09:00:00,SO,37.86,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-03 10:00:00,SO,41.84,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-03 11:00:00,SO,40.82,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-07-03 12:00:00,SO,39.72,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-04 04:00:00,SO,18.99,0.5,,0.8,0.6,1.3,0.6,1.3,0.6,measured
2020-07-04 06:00:00,SO,19.93,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-07-04 07:00:00,SO,25.08,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-07-04 08:00:00,SO,33.62,0.5,,0.8,0.6,1.3,0.6,1.3,0.6,measured
2020-07-04 09:00:00,SO,31.25,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-04 10:00:00,SO,20.01,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-04 12:00:00,SO,18.42,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-07-05 01:00:00,SO,13.44,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-05 02:00:00,SO,15.2,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-07-05 03:00:00,SO,16.43,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-05 04:00:00,SO,16.81,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-05 13:00:00,SO,24.3,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-07-06 04:00:00,SO,16.39,0.5,,0.8,0.5,1.3,0.5,1.3,0.5,measured
2020-07-06 05:00:00,SO,17.11,0.5,,0.8,0.6,1.3,0.6,1.3,0.6,measured
2020-07-06 08:00:00,SO,25.12,0.5,,0.9,0.7,1.4,0.7,1.4,0.7,measured
2020-07-06 09:00:00,SO,26.25,0.5,,0.9,0.6,1.4,0.6,1.4,0.6,measured
2020-07-06 11:00:00,SO,26.97,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-07-06 12:00:00,SO,31.01,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
2020-07-07 02:00:00,SO,21.46,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-07 03:00:00,SO,23.71,0.5,,0.9,0.5,1.4,0.5,1.4,0.5,measured
2020-07-07 04:00:00,SO,23.24,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-07-07 05:00:00,SO,22.96,0.5,,0.7,0.6,1.2,0.6,1.2,0.6,measured
2020-07-07 08:00:00,SO,24.68,0.5,,0.9,0.7,1.4,0.7,1.4,0.7,measured
2020-07-07 09:00:00,SO,30.17,0.5,,0.9,0.6,1.4,0.6,1.4,0.6,measured
2020-07-07 11:00:00,SO,31.87,0.5,,1.0,0.5,1.5,0.5,1.5,0.5,measured
