year,month_num,delta_vs2020,pollutant
2024,1,-0.02211693548387128,CO
2025,1,0.02208333333333279,CO
2024,2,0.36398347701149447,CO
2025,2,0.17045128311079405,CO
2024,3,0.2166933657667136,CO
2025,3,-1.1190794836956521,CO
2024,4,1.4912881944444445,CO
2025,4,0.251295138888889,CO
2024,5,1.5167557123655915,CO
2025,5,0.050253696236559287,CO
2024,6,-0.3077743055555556,CO
2025,6,-0.12102385863586362,CO
2024,7,-0.5007550215208032,CO
2025,7,,CO
