year,month_num,delta_vs2020,pollutant
2024,1,13.243111559139784,NO2
2025,1,12.054233870967735,NO2
2024,2,12.658692528735626,NO2
2025,2,16.706021654351403,NO2
2024,3,9.98665994623656,NO2
2025,3,12.288608870967739,NO2
2024,4,8.63650816993464,NO2
2025,4,8.125327614379085,NO2
2024,5,6.296807795698924,NO2
2025,5,7.5055107526881715,NO2
2024,6,6.538108186087231,NO2
2025,6,2.4794276305316787,NO2
2024,7,7.79911622717322,NO2
2025,7,,NO2
