input_file,output_file,rows,cols,n_imputed_from_sum,nox_missing_before_%,nox_missing_after_%
..\data\processed\pre_imputation_subset.csv,..\data\processed\pre_imputation_subset_enriched_v1.csv,375587,9,60088,32.0,16.0
