year,month_num,delta_vs2020,pollutant
2024,1,0.18570924724911464,O3
2025,1,-2.689132085196455,O3
2024,2,5.717696544498253,O3
2025,2,-0.8219284947097343,O3
2024,3,5.084845430107528,O3
2025,3,2.8621198597394297,O3
2024,4,0.027496703191999927,O3
2025,4,-0.9918428475116627,O3
2024,5,0.7608380162934552,O3
2025,5,-5.672312103008707,O3
2024,6,-3.940058015401334,O3
2025,6,-4.819773758357215,O3
2024,7,-4.9546432153550235,O3
2025,7,,O3
