station_code,pollutant,period,total_hours,total_gaps,short_gaps,med_gaps,long_gaps,total_missing_hours,missing_pct,max_gap_h,mean_gap_h,coverage,decision,method,coverage_bucket,safeguards,neighbors_hint
NE2,O3,current,21888.0,362.0,320.0,36.0,6.0,1682.0,7.68,198.0,4.6464088397790055,92.32,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NE2,O3,pandemic,17544.0,66.0,57.0,6.0,3.0,9458.0,53.91,5113.0,143.3030303030303,46.09,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NE2,O3,transition,8760.0,146.0,141.0,5.0,0.0,292.0,3.33,11.0,2.0,96.67,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NE2,PM2.5,current,21888.0,744.0,692.0,41.0,11.0,8991.0,41.08,2985.0,12.084677419354838,58.92,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NE2,PM2.5,pandemic,17544.0,1019.0,935.0,76.0,8.0,3547.0,20.22,203.0,3.480863591756624,79.78,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NE2,PM2.5,transition,8760.0,310.0,301.0,8.0,1.0,634.0,7.24,57.0,2.0451612903225804,92.76,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,CO,current,21888.0,122.0,87.0,32.0,3.0,3467.0,15.84,2536.0,28.418032786885245,84.16,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,CO,pandemic,17544.0,71.0,49.0,12.0,10.0,10018.0,57.1,7190.0,141.09859154929578,42.9,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,CO,transition,8760.0,133.0,120.0,13.0,0.0,428.0,4.89,42.0,3.218045112781955,95.11,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NO,current,21888.0,611.0,547.0,57.0,7.0,3091.0,14.12,523.0,5.058919803600655,85.88,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NO,pandemic,17544.0,855.0,721.0,124.0,10.0,5748.0,32.76,1054.0,6.722807017543859,67.24000000000001,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NO,transition,8760.0,363.0,323.0,40.0,0.0,1233.0,14.08,42.0,3.396694214876033,85.92,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NO2,current,21888.0,251.0,196.0,43.0,12.0,2799.0,12.79,525.0,11.151394422310757,87.21000000000001,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NO2,pandemic,17544.0,410.0,385.0,22.0,3.0,8253.0,47.04,5045.0,20.129268292682926,52.96,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NO2,transition,8760.0,354.0,314.0,40.0,0.0,1219.0,13.92,42.0,3.443502824858757,86.08,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NOX_final,current,21888.0,340.0,280.0,51.0,9.0,2864.0,13.08,525.0,8.423529411764706,86.92,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NOX_final,pandemic,17544.0,254.0,235.0,14.0,5.0,7758.0,44.22,4982.0,30.543307086614174,55.78,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,NOX_final,transition,8760.0,354.0,314.0,40.0,0.0,1219.0,13.92,42.0,3.443502824858757,86.08,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,O3,current,21888.0,338.0,277.0,58.0,3.0,1752.0,8.0,163.0,5.183431952662722,92.0,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,O3,pandemic,17544.0,115.0,91.0,13.0,11.0,10430.0,59.45,3659.0,90.69565217391305,40.55,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,O3,transition,8760.0,196.0,182.0,14.0,0.0,541.0,6.18,42.0,2.760204081632653,93.82,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,PM2.5,current,21888.0,588.0,519.0,57.0,12.0,16404.0,74.95,4009.0,27.897959183673468,25.049999999999997,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,PM2.5,pandemic,17544.0,155.0,127.0,21.0,7.0,1476.0,8.41,431.0,9.522580645161291,91.59,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO,PM2.5,transition,8760.0,452.0,425.0,24.0,3.0,2057.0,23.48,499.0,4.550884955752212,76.52,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,CO,current,21888.0,129.0,114.0,13.0,2.0,664.0,3.03,215.0,5.147286821705427,96.97,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,CO,pandemic,17544.0,85.0,79.0,5.0,1.0,432.0,2.46,265.0,5.08235294117647,97.54,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,CO,transition,8760.0,88.0,75.0,12.0,1.0,315.0,3.6,56.0,3.5795454545454546,96.4,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NO,current,21888.0,320.0,307.0,12.0,1.0,3493.0,15.96,2880.0,10.915625,84.03999999999999,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NO,pandemic,17544.0,318.0,297.0,19.0,2.0,1654.0,9.43,687.0,5.20125786163522,90.57,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NO,transition,8760.0,149.0,145.0,4.0,0.0,238.0,2.72,29.0,1.5973154362416107,97.28,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NO2,current,21888.0,192.0,178.0,12.0,2.0,3324.0,15.19,2462.0,17.3125,84.81,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NO2,pandemic,17544.0,948.0,860.0,80.0,8.0,4097.0,23.35,687.0,4.321729957805907,76.65,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NO2,transition,8760.0,148.0,144.0,4.0,0.0,237.0,2.71,29.0,1.6013513513513513,97.29,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NOX_final,current,21888.0,285.0,265.0,16.0,4.0,3123.0,14.27,1788.0,10.957894736842105,85.73,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NOX_final,pandemic,17544.0,313.0,294.0,17.0,2.0,1637.0,9.33,687.0,5.2300319488817895,90.67,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,NOX_final,transition,8760.0,148.0,144.0,4.0,0.0,237.0,2.71,29.0,1.6013513513513513,97.29,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,O3,current,21888.0,245.0,218.0,26.0,1.0,907.0,4.14,215.0,3.7020408163265306,95.86,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,O3,pandemic,17544.0,371.0,315.0,53.0,3.0,2310.0,13.17,644.0,6.226415094339623,86.83,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,O3,transition,8760.0,117.0,112.0,5.0,0.0,211.0,2.41,17.0,1.8034188034188035,97.59,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,PM2.5,current,21888.0,502.0,415.0,71.0,16.0,4543.0,20.76,655.0,9.049800796812749,79.24,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,PM2.5,pandemic,17544.0,344.0,313.0,24.0,7.0,1928.0,10.99,265.0,5.604651162790698,89.01,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
NO2,PM2.5,transition,8760.0,255.0,237.0,17.0,1.0,706.0,8.06,69.0,2.768627450980392,91.94,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,CO,current,21888.0,101.0,73.0,16.0,12.0,2997.0,13.69,1656.0,29.673267326732674,86.31,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,CO,pandemic,17544.0,164.0,124.0,37.0,3.0,1475.0,8.41,432.0,8.99390243902439,91.59,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,CO,transition,8760.0,75.0,74.0,1.0,0.0,95.0,1.08,11.0,1.2666666666666666,98.92,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NO,current,21888.0,335.0,325.0,10.0,0.0,597.0,2.73,28.0,1.782089552238806,97.27,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NO,pandemic,17544.0,273.0,221.0,49.0,3.0,11557.0,65.87,10239.0,42.333333333333336,34.129999999999995,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NO,transition,8760.0,230.0,229.0,1.0,0.0,378.0,4.32,11.0,1.6434782608695653,95.68,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NO2,current,21888.0,121.0,111.0,10.0,0.0,279.0,1.27,28.0,2.3057851239669422,98.73,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NO2,pandemic,17544.0,77.0,62.0,12.0,3.0,10649.0,60.7,10239.0,138.2987012987013,39.3,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NO2,transition,8760.0,230.0,229.0,1.0,0.0,379.0,4.33,11.0,1.6478260869565218,95.67,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NOX_final,current,21888.0,163.0,153.0,10.0,0.0,335.0,1.53,28.0,2.0552147239263805,98.47,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NOX_final,pandemic,17544.0,73.0,58.0,12.0,3.0,10644.0,60.67,10239.0,145.8082191780822,39.33,exclude,none,<60%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,NOX_final,transition,8760.0,230.0,229.0,1.0,0.0,379.0,4.33,11.0,1.6478260869565218,95.67,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,O3,current,21888.0,226.0,204.0,22.0,0.0,632.0,2.89,28.0,2.7964601769911503,97.11,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,O3,pandemic,17544.0,335.0,296.0,37.0,2.0,1139.0,6.49,70.0,3.4,93.51,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,O3,transition,8760.0,125.0,119.0,6.0,0.0,236.0,2.69,11.0,1.888,97.31,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,PM2.5,current,21888.0,547.0,463.0,67.0,17.0,4475.0,20.44,520.0,8.180987202925046,79.56,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,PM2.5,pandemic,17544.0,373.0,329.0,41.0,3.0,1367.0,7.79,73.0,3.6648793565683646,92.21,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SE,PM2.5,transition,8760.0,177.0,165.0,11.0,1.0,466.0,5.32,75.0,2.632768361581921,94.68,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,CO,current,21888.0,141.0,123.0,16.0,2.0,825.0,3.77,196.0,5.851063829787234,96.23,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,CO,pandemic,17544.0,145.0,106.0,33.0,6.0,5071.0,28.9,3866.0,34.97241379310345,71.1,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,CO,transition,8760.0,84.0,78.0,4.0,2.0,1019.0,11.63,786.0,12.130952380952381,88.37,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NO,current,21888.0,216.0,201.0,13.0,2.0,868.0,3.97,196.0,4.018518518518518,96.03,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NO,pandemic,17544.0,427.0,352.0,61.0,14.0,3643.0,20.76,599.0,8.531615925058547,79.24,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NO,transition,8760.0,118.0,113.0,4.0,1.0,273.0,3.12,49.0,2.3135593220338984,96.88,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NO2,current,21888.0,146.0,129.0,15.0,2.0,853.0,3.9,197.0,5.842465753424658,96.1,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NO2,pandemic,17544.0,230.0,131.0,79.0,20.0,4708.0,26.84,712.0,20.469565217391306,73.16,include_conservative,A+B,60–80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NO2,transition,8760.0,89.0,84.0,4.0,1.0,235.0,2.68,49.0,2.640449438202247,97.32,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NOX_final,current,21888.0,175.0,158.0,15.0,2.0,884.0,4.04,197.0,5.051428571428572,95.96,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NOX_final,pandemic,17544.0,199.0,138.0,45.0,16.0,3402.0,19.39,712.0,17.09547738693467,80.61,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,NOX_final,transition,8760.0,86.0,81.0,4.0,1.0,232.0,2.65,49.0,2.697674418604651,97.35,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,O3,current,21888.0,354.0,322.0,30.0,2.0,1300.0,5.94,196.0,3.672316384180791,94.06,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,O3,pandemic,17544.0,242.0,217.0,19.0,6.0,3337.0,19.02,2160.0,13.789256198347108,80.98,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,O3,transition,8760.0,189.0,179.0,9.0,1.0,471.0,5.38,49.0,2.492063492063492,94.62,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,PM2.5,current,21888.0,589.0,532.0,45.0,12.0,3520.0,16.08,370.0,5.976230899830221,83.92,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,PM2.5,pandemic,17544.0,321.0,295.0,26.0,0.0,987.0,5.63,48.0,3.074766355140187,94.37,include_conservative,A+B,≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
SO,PM2.5,transition,8760.0,211.0,191.0,19.0,1.0,604.0,6.89,57.0,2.862559241706161,93.11,include_with_longs,A/B (leave long NA),≥80%,"clamp [0,P99.9]; enforce NOX≥NO, NOX≥NO2",
