year,month_num,delta_vs2020,pollutant
2024,1,19.191446658425555,NO
2025,1,16.258047715053763,NO
2024,2,15.061153017241379,NO
2025,2,16.27835334564861,NO
2024,3,9.764354182168336,NO
2025,3,12.793790767749158,NO
2024,4,4.95853028256975,NO
2025,4,5.795856671458641,NO
2024,5,2.7299018715070007,NO
2025,5,4.5546430629108725,NO
2024,6,3.116262062755098,NO
2025,6,5.370011751030884,NO
2024,7,3.5885319477840265,NO
2025,7,,NO
